project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops bagged plunger bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops bagged plunger bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops bagged plunger bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops ipa spray,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops ipa spray,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,1-3 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops ipa wipe,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops packaged 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops packaged plunger track lanes bowl side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops packaged plunger track lanes bowl side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops packaged plunger track lanes needle side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b drops packaged plunger track lanes needle side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely awaits exposure time,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely disinfect gloves,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely disinfects 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely disinfects top of trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely opens 13 mm wrench packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely opens plunger bowl bagging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely opens plunger track lanes bowl side packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b incompletely opens plunger track lanes needle side packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b misidentifies disposal bin,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b misplaces 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b omits to disinfect 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b omits to disinfect gloves,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b omits to disinfect top of trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b opens 13 mm wrench packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b opens plunger bowl bagging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b opens plunger bowl bagging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b opens plunger track lanes bowl side packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b opens plunger track lanes needle side packaging,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b overreaches plunger track lanes bowl side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b overreaches plunger track lanes needle side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b retrieves wrong tool,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b selects wrong settings,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b touches plunger bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b touches plunger track lanes bowl side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,operator b touches plunger track lanes needle side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),5+,using gloved hand,high,near - no obstacles,31-50 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,outside of bag brushes plunger bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,outside of packaging brushes 13 mm wrench,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet moves from its position,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),1,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet moves from its position,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),1,not applicable,high,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet moves from its position,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),1,not applicable,medium,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet slips off,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,double gloved hands,medium,isolator with doors open (c background),1,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet slips off,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),1,not applicable,high,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl bonnet slips off,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),1,not applicable,medium,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl jams,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),0,not applicable,high,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl jams,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger bowl vibratory plate is locked,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger track lanes bowl side jams,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),5+,not applicable,high,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger track lanes needle side jams,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),5+,not applicable,high,far - with obstacles,31-50 cm,more than 3 kg,moderate
Mannheim Ops4,installation plunger bowl and track lanes ops4,plunger track screw jams,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),5+,not applicable,high,far - with obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation plunger bowl and track lanes ops4,sensor cable exhibits damage,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,double gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 1 falls off,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,not applicable,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 1 falls off,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 1 falls off,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 1 falls off,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 2 falls off,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 2 falls off,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,forceps arm 2 falls off,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,gloves exhibit damage,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,isolator glove exhibits damage,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,isolator glove exhibits uncleanliness,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a brushes long forceps with outside of packaging,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,usage of non-sterile tool,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a brushes long forceps with outside of packaging,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,usage of non-sterile tool,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into chute with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into chute with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into isolator door with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into plunger bowl with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into plunger bowl with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into plunger track lanes with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into plunger track lanes with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into vial nest holder with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into vial nest holder with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into vial nest sensor with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into vial nest sensor with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a bumps into vial nest sensor with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a disrupts airflow,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a disturbs vial nest sensor,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a disturbs vial nest sensor,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a does not fully connect forceps arm 1 to long forceps handle,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,not applicable,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a does not fully connect forceps arm 2 to long forceps handle,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,not applicable,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops forceps arm 1,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops forceps arm 1,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops forceps arm 2,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops forceps arm 2,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops ipa spray,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops ipa spray,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,31-50 cm,1-3 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops long forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops long forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops long forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops long forceps handle,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops long forceps handle,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a drops packaged long forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a incompletely awaits exposure time,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a incompletely disinfect glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a incompletely inspects isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a incompletely inspects isolator gloves,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a incompletely opens long forceps packaging,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a leaves left isolator glove in outward facing position,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a leaves right isolator glove in outward facing position,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a omits to disinfect glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a omits to inspect isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a opens long forceps packaging on wrong side,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,usage of non-sterile tool,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches chute,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches chute,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
